Player,Nation,Pos,Age,90s,Att,Pass Types-Live,Pass Types-Dead,Pass Types-FK,Pass Types-TB,Pass Types-Sw,Pass Types-Crs,Pass Types-TI,Pass Types-CK,Corner Kicks-In,Corner Kicks-Out,Corner Kicks-Str,Outcomes-Cmp,Outcomes-Off,Outcomes-Blocks,Matches,Season-Unnamed: 21_level_1,Team-Unnamed: 22_level_1,Performance-CrdY,Performance-CrdR,Performance-2CrdY,Performance-Fls,Performance-Fld,Performance-Off,Performance-Crs,Performance-Int,Performance-TklW,Performance-PKwon,Performance-PKcon,Performance-OG,Performance-Recov,Aerial Duels-Won,Aerial Duels-Lost,Aerial Duels-Won%,Season-Unnamed: 22_level_1,Team-Unnamed: 23_level_1,MP,Playing Time-Min,Playing Time-Mn/MP,Playing Time-Min%,Playing Time-90s,Starts-Starts,Starts-Mn/Start,Starts-Compl,Subs-Subs,Subs-Mn/Sub,Subs-unSub,Team Success-PPM,Team Success-onG,Team Success-onGA,Team Success-+/-,Team Success-+/-90,Team Success-On-Off,Team Success (xG)-onxG,Team Success (xG)-onxGA,Team Success (xG)-xG+/-,Team Success (xG)-xG+/-90,Team Success (xG)-On-Off,Season-Unnamed: 27_level_1,Team-Unnamed: 28_level_1,Goals-GA,Goals-PKA,Goals-FK,Goals-CK,Goals-OG,Expected-PSxG,Expected-PSxG/SoT,Expected-PSxG+/-,Expected-/90,Launched-Cmp,Launched-Att,Launched-Cmp%,Passes-Att (GK),Passes-Thr,Passes-Launch%,Passes-AvgLen,Goal Kicks-Att,Goal Kicks-Launch%,Goal Kicks-AvgLen,Crosses-Opp,Crosses-Stp,Crosses-Stp%,Sweeper-#OPA,Sweeper-#OPA/90,Sweeper-AvgDist,Season-Unnamed: 31_level_1,Team-Unnamed: 32_level_1,Playing Time-Starts,Performance-Gls,Performance-Ast,Performance-G+A,Performance-G-PK,Performance-PK,Performance-PKatt,Expected-xG,Expected-npxG,Expected-xAG,Expected-npxG+xAG,Progression-PrgC,Progression-PrgP,Progression-PrgR,Per 90 Minutes-Gls,Per 90 Minutes-Ast,Per 90 Minutes-G+A,Per 90 Minutes-G-PK,Per 90 Minutes-G+A-PK,Per 90 Minutes-xG,Per 90 Minutes-xAG,Per 90 Minutes-xG+xAG,Per 90 Minutes-npxG,Per 90 Minutes-npxG+xAG,Season-Unnamed: 34_level_1,Team-Unnamed: 35_level_1,Touches-Touches,Touches-Def Pen,Touches-Def 3rd,Touches-Mid 3rd,Touches-Att 3rd,Touches-Att Pen,Touches-Live,Take-Ons-Att,Take-Ons-Succ,Take-Ons-Succ%,Take-Ons-Tkld,Take-Ons-Tkld%,Carries-Carries,Carries-TotDist,Carries-PrgDist,Carries-PrgC,Carries-1/3,Carries-CPA,Carries-Mis,Carries-Dis,Receiving-Rec,Receiving-PrgR,Season-Unnamed: 28_level_1,Team-Unnamed: 29_level_1,Playing Time-MP,Performance-GA,Performance-GA90,Performance-SoTA,Performance-Saves,Performance-Save%,Performance-W,Performance-D,Performance-L,Performance-CS,Performance-CS%,Penalty Kicks-PKatt,Penalty Kicks-PKA,Penalty Kicks-PKsv,Penalty Kicks-PKm,Penalty Kicks-Save%,Season-Unnamed: 24_level_1,Team-Unnamed: 25_level_1,SCA-SCA,SCA-SCA90,SCA Types-PassLive,SCA Types-PassDead,SCA Types-TO,SCA Types-Sh,SCA Types-Fld,SCA Types-Def,GCA-GCA,GCA-GCA90,GCA Types-PassLive,GCA Types-PassDead,GCA Types-TO,GCA Types-Sh,GCA Types-Fld,GCA Types-Def,Tackles-Tkl,Tackles-TklW,Tackles-Def 3rd,Tackles-Mid 3rd,Tackles-Att 3rd,Challenges-Tkl,Challenges-Att,Challenges-Tkl%,Challenges-Lost,Blocks-Blocks,Blocks-Sh,Blocks-Pass,Int,Tkl+Int,Clr,Err,Standard-Gls,Standard-Sh,Standard-SoT,Standard-SoT%,Standard-Sh/90,Standard-SoT/90,Standard-G/Sh,Standard-G/SoT,Standard-Dist,Standard-FK,Standard-PK,Standard-PKatt,Expected-npxG/Sh,Expected-G-xG,Expected-np:G-xG,Season-Unnamed: 23_level_1,Team-Unnamed: 24_level_1,Total-Cmp,Total-Att,Total-Cmp%,Total-TotDist,Total-PrgDist,Short-Cmp,Short-Att,Short-Cmp%,Medium-Cmp,Medium-Att,Medium-Cmp%,Long-Cmp,Long-Att,Long-Cmp%,Ast,xAG,Expected-xA,Expected-A-xAG,KP,1/3,PPA,CrsPA,PrgP,Season-Unnamed: 29_level_1,Team-Unnamed: 30_level_1
Ben Doak,sct SCO,FW,17.0,0.2,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,Matches,2023-2024,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,2023-2024,Liverpool,1.0,14.0,14.0,0.4,0.2,0.0,,0.0,1.0,14.0,8.0,1.0,0.0,0.0,0.0,0.0,-1.19,0.0,0.0,0.0,0.24,-0.87,2023-2024,Liverpool,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024,Liverpool,6.0,0.0,0.0,2.0,4.0,0.0,6.0,0.0,0.0,,0.0,,4.0,7.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,2023-2024,Liverpool,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,2023-2024,Liverpool,4.0,4.0,100.0,45.0,8.0,4.0,4.0,100.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024,Liverpool
Ben Godfrey,eng ENG,DF,25.0,12.4,484.0,363.0,118.0,0.0,0.0,1.0,21.0,118.0,0.0,0.0,0.0,0.0,336.0,3.0,20.0,Matches,2023-2024,Everton,2.0,0.0,0.0,8.0,6.0,2.0,21.0,16.0,20.0,0.0,1.0,0.0,45.0,25.0,24.0,51.0,2023-2024,Everton,15.0,1120.0,75.0,32.7,12.4,13.0,86.0,10.0,2.0,1.0,23.0,1.07,12.0,13.0,-1.0,-0.08,0.31,17.4,18.3,-0.9,-0.07,-0.06,2023-2024,Everton,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,0.3,2.0,11.0,43.0,26.0,0.0,0.0,0.0,0.0,0.0,0.14,0.02,0.16,0.14,0.16,2023-2024,Everton,655.0,67.0,221.0,265.0,172.0,19.0,655.0,14.0,5.0,35.7,9.0,64.3,233.0,1158.0,571.0,11.0,12.0,0.0,10.0,6.0,283.0,26.0,2023-2024,Everton,,,,,,,,,,,,,,,,,,,17.0,1.37,9.0,1.0,0.0,5.0,0.0,2.0,3.0,0.24,1.0,0.0,0.0,1.0,0.0,1.0,30.0,20.0,17.0,8.0,5.0,15.0,28.0,53.6,13.0,14.0,8.0,6.0,16.0,46.0,57.0,0.0,0.0,15.0,3.0,20.0,1.21,0.24,0.0,0.0,12.0,0.0,0.0,0.0,0.12,-1.7,-1.7,2023-2024,Everton,336.0,484.0,69.4,5725.0,2373.0,147.0,180.0,81.7,157.0,204.0,77.0,23.0,62.0,37.1,0.0,0.3,0.5,-0.3,3.0,32.0,6.0,2.0,43.0,2023-2024,Everton
Ben Greenwood,ie IRL,DF,20.0,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,0.0,,4.0,,,,,,,,,,,,2023-2024,Bournemouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2023-2024,Bournemouth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ben Jackson,eng ENG,"DF,MF",22.0,14.9,548.0,421.0,126.0,6.0,0.0,5.0,41.0,114.0,6.0,2.0,3.0,0.0,349.0,1.0,22.0,Matches,2023-2024,Brentford,3.0,0.0,0.0,8.0,18.0,0.0,41.0,14.0,24.0,0.0,0.0,0.0,64.0,9.0,14.0,39.1,2023-2024,Brentford,0.0,1337.0,53.0,32.3,14.9,14.0,81.0,10.0,11.0,19.0,14.0,1.0,12.0,24.0,-12.0,-0.81,-0.26,12.4,23.2,-10.8,-0.73,-0.62,2023-2024,Brentford,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.1,0.1,0.6,0.7,30.0,29.0,42.0,0.07,0.07,0.13,0.07,0.13,0.01,0.04,0.05,0.01,0.05,2023-2024,Brighton-Hove-Albion,719.0,60.0,252.0,310.0,164.0,10.0,719.0,14.0,5.0,35.7,6.0,42.9,297.0,1749.0,911.0,30.0,15.0,2.0,13.0,7.0,325.0,42.0,2023-2024,Brentford,,,,,,,,,,,,,,,,,,,17.0,1.14,11.0,2.0,0.0,1.0,3.0,0.0,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,40.0,24.0,22.0,15.0,3.0,22.0,45.0,48.9,23.0,19.0,8.0,11.0,14.0,54.0,51.0,0.0,1.0,6.0,3.0,50.0,0.4,0.2,0.17,0.33,25.6,0.0,0.0,0.0,0.02,0.9,0.9,2023-2024,Brentford,349.0,548.0,63.7,6046.0,2425.0,150.0,183.0,82.0,161.0,239.0,67.4,32.0,84.0,38.1,1.0,0.6,1.0,0.4,5.0,24.0,10.0,6.0,29.0,2023-2024,Brentford
Ben Johnson,eng ENG,"DF,FW",23.0,6.0,334.0,289.0,43.0,3.0,0.0,3.0,31.0,39.0,1.0,0.0,0.0,0.0,246.0,2.0,15.0,Matches,2023-2024,West-Ham-United,1.0,0.0,0.0,3.0,7.0,1.0,31.0,5.0,7.0,0.0,0.0,0.0,49.0,7.0,12.0,36.8,2023-2024,West-Ham-United,,544.0,39.0,15.9,6.0,4.0,90.0,4.0,10.0,18.0,11.0,1.14,5.0,16.0,-11.0,-1.82,-1.73,7.4,12.5,-5.1,-0.85,-0.42,2023-2024,West-Ham-United,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,17.0,22.0,33.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,2023-2024,West-Ham-United,417.0,21.0,139.0,169.0,119.0,4.0,417.0,25.0,11.0,44.0,12.0,48.0,232.0,1479.0,633.0,17.0,11.0,1.0,6.0,10.0,243.0,33.0,2023-2024,West-Ham-United,14.0,,,,,,,,,,,,,,,,,,9.0,1.49,7.0,0.0,0.0,0.0,2.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,7.0,3.0,1.0,9.0,14.0,64.3,5.0,2.0,1.0,1.0,5.0,16.0,14.0,0.0,0.0,6.0,2.0,33.3,0.99,0.33,0.0,0.0,24.1,0.0,0.0,0.0,0.03,-0.2,-0.2,2023-2024,West-Ham-United,246.0,334.0,73.7,3816.0,1465.0,141.0,156.0,90.4,88.0,121.0,72.7,14.0,33.0,42.4,0.0,0.0,0.1,0.0,0.0,18.0,1.0,0.0,22.0,2023-2024,West-Ham-United
Ben Mee,eng ENG,DF,33.0,14.1,667.0,594.0,72.0,15.0,0.0,3.0,5.0,56.0,0.0,0.0,0.0,0.0,511.0,1.0,6.0,Matches,2023-2024,Burnley,1.0,1.0,0.0,7.0,3.0,1.0,5.0,13.0,15.0,0.0,0.0,0.0,67.0,35.0,32.0,52.2,2023-2024,Burnley,16.0,1272.0,80.0,37.2,14.1,15.0,85.0,11.0,1.0,1.0,2.0,0.81,16.0,26.0,-10.0,-0.71,-0.75,18.6,23.8,-5.2,-0.37,-0.68,2023-2024,Burnley,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,2.0,0.0,2.0,2.0,0.0,0.0,1.5,1.5,0.3,1.8,11.0,49.0,9.0,0.14,0.0,0.14,0.14,0.14,0.1,0.02,0.13,0.1,0.13,2023-2024,Burnley,829.0,109.0,388.0,364.0,79.0,25.0,829.0,6.0,3.0,50.0,3.0,50.0,388.0,1958.0,1150.0,11.0,4.0,1.0,9.0,7.0,447.0,9.0,2023-2024,Burnley,,,,,,,,,,,,,,,,,,,14.0,0.99,11.0,1.0,0.0,2.0,0.0,0.0,1.0,0.07,0.0,0.0,0.0,1.0,0.0,0.0,26.0,15.0,12.0,12.0,2.0,17.0,22.0,77.3,5.0,21.0,13.0,8.0,13.0,39.0,63.0,1.0,2.0,10.0,2.0,20.0,0.71,0.14,0.2,1.0,12.7,0.0,0.0,0.0,0.15,0.5,0.5,2023-2024,Burnley,511.0,667.0,76.6,9030.0,3658.0,218.0,249.0,87.6,235.0,285.0,82.5,49.0,103.0,47.6,0.0,0.3,0.7,-0.3,6.0,45.0,4.0,2.0,49.0,2023-2024,Burnley
Ben Osborn,eng ENG,"DF,MF",28.0,15.2,608.0,526.0,77.0,8.0,1.0,1.0,47.0,50.0,12.0,10.0,0.0,0.0,448.0,5.0,15.0,Matches,2023-2024,Sheffield-United,3.0,0.0,0.0,8.0,9.0,1.0,47.0,8.0,9.0,0.0,0.0,1.0,80.0,6.0,22.0,21.4,2023-2024,Sheffield-United,,1367.0,57.0,40.0,15.2,14.0,77.0,10.0,10.0,28.0,5.0,0.42,19.0,40.0,-21.0,-1.38,0.72,18.2,28.4,-10.2,-0.67,0.57,2023-2024,Sheffield-United,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,0.0,2.0,2.0,0.0,0.0,0.0,0.2,0.2,0.9,1.1,16.0,55.0,44.0,0.0,0.13,0.13,0.0,0.13,0.01,0.06,0.07,0.01,0.07,2023-2024,Sheffield-United,735.0,37.0,210.0,315.0,216.0,9.0,735.0,14.0,7.0,50.0,7.0,50.0,373.0,1640.0,751.0,16.0,11.0,1.0,14.0,10.0,419.0,44.0,2023-2024,Sheffield-United,24.0,,,,,,,,,,,,,,,,,,24.0,1.58,22.0,1.0,0.0,0.0,1.0,0.0,3.0,0.2,3.0,0.0,0.0,0.0,0.0,0.0,22.0,9.0,11.0,9.0,2.0,8.0,17.0,47.1,9.0,18.0,2.0,16.0,8.0,30.0,30.0,0.0,0.0,4.0,0.0,0.0,0.26,0.0,0.0,,23.5,0.0,0.0,0.0,0.06,-0.2,-0.2,2023-2024,Sheffield-United,448.0,608.0,73.7,7007.0,2650.0,253.0,281.0,90.0,145.0,194.0,74.7,35.0,90.0,38.9,2.0,0.9,0.9,1.1,13.0,34.0,11.0,8.0,55.0,2023-2024,Sheffield-United
Ben Parkinson,eng ENG,FW,18.0,0.3,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches,2023-2024,Newcastle-United,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2023-2024,Newcastle-United,,25.0,25.0,0.7,0.3,0.0,,0.0,1.0,25.0,8.0,0.0,0.0,1.0,-1.0,-3.6,-4.24,0.2,1.7,-1.5,-5.37,-5.8,2023-2024,Newcastle-United,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024,Newcastle-United,6.0,2.0,2.0,1.0,3.0,0.0,6.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2023-2024,Newcastle-United,1.0,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,2023-2024,Newcastle-United,1.0,3.0,33.3,15.0,0.0,0.0,1.0,0.0,1.0,2.0,50.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-2024,Newcastle-United
Ben White,eng ENG,DF,25.0,33.2,2177.0,1922.0,251.0,46.0,5.0,11.0,57.0,205.0,0.0,0.0,0.0,0.0,1828.0,4.0,21.0,Matches,2023-2024,Arsenal,8.0,0.0,0.0,19.0,12.0,11.0,57.0,32.0,28.0,0.0,0.0,0.0,120.0,36.0,22.0,62.1,2023-2024,Arsenal,37.0,2988.0,81.0,87.4,33.2,35.0,85.0,27.0,2.0,7.0,0.0,2.32,81.0,26.0,55.0,1.66,0.2,67.4,24.7,42.7,1.29,0.13,2023-2024,Arsenal,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,4.0,4.0,8.0,4.0,0.0,0.0,1.2,1.2,3.8,5.0,44.0,192.0,162.0,0.12,0.12,0.24,0.12,0.24,0.03,0.11,0.15,0.03,0.15,2023-2024,Arsenal,2456.0,120.0,633.0,1165.0,676.0,64.0,2456.0,22.0,9.0,40.9,12.0,54.5,1321.0,4867.0,2672.0,44.0,34.0,9.0,26.0,9.0,1675.0,162.0,2023-2024,Arsenal,,,,,,,,,,,,,,,,,,,86.0,2.59,76.0,5.0,1.0,2.0,0.0,2.0,7.0,0.21,6.0,0.0,0.0,1.0,0.0,0.0,48.0,28.0,20.0,22.0,6.0,26.0,58.0,44.8,32.0,48.0,22.0,26.0,32.0,80.0,77.0,1.0,4.0,13.0,6.0,46.2,0.39,0.18,0.31,0.67,13.2,0.0,0.0,0.0,0.09,2.8,2.8,2023-2024,Arsenal,1828.0,2177.0,84.0,28002.0,9801.0,999.0,1099.0,90.9,713.0,832.0,85.7,85.0,171.0,49.7,4.0,3.8,3.7,0.2,38.0,172.0,45.0,10.0,192.0,2023-2024,Arsenal
Ben Wiles,eng ENG,MF,24.0,20.4,553.0,520.0,30.0,9.0,2.0,3.0,24.0,9.0,8.0,2.0,6.0,0.0,405.0,3.0,12.0,Matches,2023-2024,Brentford,0.0,0.0,0.0,8.0,18.0,1.0,24.0,19.0,16.0,0.0,1.0,0.0,105.0,19.0,28.0,40.4,2023-2024,Brentford,30.0,1837.0,61.0,44.4,20.4,20.0,77.0,10.0,10.0,29.0,9.0,1.1,26.0,32.0,-6.0,-0.29,0.6,19.1,23.8,-4.8,-0.23,0.14,2023-2024,Brentford,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,0.0,2.0,2.0,0.0,0.0,0.0,1.6,1.6,1.8,3.3,26.0,63.0,68.0,0.0,0.1,0.1,0.0,0.1,0.08,0.09,0.16,0.08,0.16,2023-2024,Brentford,745.0,21.0,117.0,388.0,250.0,29.0,745.0,41.0,19.0,46.3,21.0,51.2,378.0,1775.0,782.0,26.0,18.0,3.0,44.0,14.0,426.0,68.0,2023-2024,Brentford,,,,,,,,,,,,,,,,,,,39.0,1.91,25.0,5.0,3.0,4.0,1.0,1.0,4.0,0.2,4.0,0.0,0.0,0.0,0.0,0.0,22.0,16.0,9.0,13.0,0.0,10.0,22.0,45.5,12.0,14.0,2.0,12.0,19.0,41.0,19.0,0.0,0.0,23.0,4.0,17.4,1.13,0.2,0.0,0.0,20.2,0.0,0.0,0.0,0.07,-1.6,-1.6,2023-2024,Brentford,405.0,553.0,73.2,6707.0,1996.0,204.0,247.0,82.6,152.0,193.0,78.8,35.0,74.0,47.3,2.0,1.8,1.0,0.2,20.0,44.0,15.0,1.0,63.0,2023-2024,Brentford
Benicio Boaitey,eng ENG,"FW,DF",19.0,0.4,20.0,19.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,Matches,2023-2024,Brighton-Hove-Albion,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,2023-2024,Brighton-Hove-Albion,5.0,40.0,8.0,1.2,0.4,0.0,,0.0,5.0,8.0,9.0,1.0,1.0,1.0,0.0,0.0,0.19,0.9,0.8,0.1,0.13,0.09,2023-2024,Brighton-Hove-Albion,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.05,0.13,0.19,0.05,0.19,2023-2024,Brighton-Hove-Albion,30.0,1.0,6.0,6.0,19.0,1.0,30.0,1.0,1.0,100.0,0.0,0.0,19.0,105.0,40.0,1.0,2.0,1.0,2.0,1.0,23.0,2.0,2023-2024,Brighton-Hove-Albion,,,,,,,,,,,,,,,,,,,2.0,4.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.25,0.0,0.0,,25.2,0.0,0.0,0.0,0.02,0.0,0.0,2023-2024,Brighton-Hove-Albion,13.0,20.0,65.0,188.0,30.0,8.0,11.0,72.7,5.0,8.0,62.5,0.0,0.0,,0.0,0.1,0.1,-0.1,1.0,0.0,0.0,0.0,2.0,2023-2024,Brighton-Hove-Albion
Benjamin Arthur,eng ENG,DF,17.0,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,0.0,,1.0,,,,,,,,,,,,2023-2024,Burnley,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2023-2024,Burnley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benjamin Fredrick,ng NGA,DF,18.0,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0,,0.0,0.0,,2.0,,,,,,,,,,,,2023-2024,Burnley,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2023-2024,Burnley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benoît Badiashile,fr FRA,DF,22.0,14.9,1173.0,1137.0,36.0,27.0,1.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,1065.0,0.0,6.0,Matches,2023-2024,Chelsea,3.0,0.0,0.0,17.0,6.0,1.0,2.0,18.0,15.0,0.0,1.0,1.0,82.0,28.0,22.0,56.0,2023-2024,Chelsea,,1338.0,74.0,39.1,14.9,15.0,88.0,13.0,3.0,7.0,7.0,1.67,31.0,31.0,0.0,0.0,-0.61,31.0,25.7,5.3,0.36,-0.13,2023-2024,Chelsea,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3,0.3,1.5,1.8,3.0,46.0,3.0,0.0,0.07,0.07,0.0,0.07,0.02,0.1,0.12,0.02,0.12,2023-2024,Chelsea,1321.0,178.0,662.0,612.0,52.0,11.0,1321.0,1.0,0.0,0.0,0.0,0.0,765.0,3225.0,1734.0,3.0,5.0,1.0,6.0,4.0,976.0,3.0,2023-2024,Chelsea,18.0,,,,,,,,,,,,,,,,,,23.0,1.55,18.0,0.0,0.0,2.0,1.0,2.0,3.0,0.2,3.0,0.0,0.0,0.0,0.0,0.0,21.0,15.0,12.0,9.0,0.0,9.0,14.0,64.3,5.0,21.0,14.0,7.0,18.0,39.0,66.0,2.0,0.0,6.0,1.0,16.7,0.4,0.07,0.0,0.0,14.1,0.0,0.0,0.0,0.05,-0.3,-0.3,2023-2024,Chelsea,1065.0,1173.0,90.8,18737.0,7087.0,442.0,463.0,95.5,543.0,584.0,93.0,71.0,106.0,67.0,1.0,1.5,0.9,-0.5,6.0,48.0,4.0,0.0,46.0,2023-2024,Chelsea
Bernardo Silva,pt POR,"MF,FW",28.0,28.6,1936.0,1831.0,99.0,40.0,2.0,7.0,83.0,23.0,21.0,10.0,0.0,0.0,1671.0,6.0,37.0,Matches,2023-2024,Manchester-City,8.0,0.0,0.0,22.0,26.0,3.0,83.0,17.0,23.0,0.0,0.0,0.0,102.0,2.0,9.0,18.2,2023-2024,Manchester-City,33.0,2578.0,78.0,75.4,28.6,29.0,87.0,22.0,4.0,14.0,2.0,2.39,71.0,26.0,45.0,1.57,-0.25,61.2,27.5,33.7,1.18,-0.03,2023-2024,Manchester-City,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,6.0,9.0,15.0,6.0,0.0,0.0,3.7,3.7,7.6,11.3,140.0,177.0,260.0,0.21,0.31,0.52,0.21,0.52,0.13,0.27,0.4,0.13,0.4,2023-2024,Manchester-City,2194.0,39.0,245.0,905.0,1055.0,146.0,2194.0,61.0,38.0,62.3,21.0,34.4,1500.0,8450.0,4544.0,140.0,74.0,37.0,43.0,34.0,1757.0,260.0,2023-2024,Manchester-City,,,,,,,,,,,,,,,,,,,130.0,4.54,117.0,3.0,6.0,1.0,3.0,0.0,13.0,0.45,11.0,0.0,2.0,0.0,0.0,0.0,51.0,23.0,13.0,25.0,13.0,25.0,57.0,43.9,32.0,32.0,4.0,28.0,17.0,68.0,15.0,1.0,6.0,34.0,15.0,44.1,1.19,0.52,0.18,0.4,15.9,0.0,0.0,0.0,0.11,2.3,2.3,2023-2024,Manchester-City,1671.0,1936.0,86.3,25138.0,5246.0,993.0,1052.0,94.4,534.0,620.0,86.1,106.0,158.0,67.1,9.0,7.6,8.0,1.4,64.0,100.0,49.0,10.0,177.0,2023-2024,Manchester-City
