Rk,Squad,Home-MP,Home-W,Home-D,Home-L,Home-GF,Home-GA,Home-GD,Home-Pts,Home-Pts/MP,Home-xG,Home-xGA,Home-xGD,Home-xGD/90,Away-MP,Away-W,Away-D,Away-L,Away-GF,Away-GA,Away-GD,Away-Pts,Away-Pts/MP,Away-xG,Away-xGA,Away-xGD,Away-xGD/90,Season-Unnamed: 28_level_1,Team-Unnamed: 29_level_1
14,Wolves,19,8,3,8,26,30,-4,27,1.42,23.2,30.5,-7.2,-0.38,19,5,4,10,24,35,-11,19,1.0,23.5,37.2,-13.7,-0.72,2023-2024,Burnley
15,Everton,19,8,4,7,22,18,4,28,1.47,32.1,22.5,9.7,0.51,19,5,5,9,18,33,-15,20,1.05,21.9,32.7,-10.8,-0.57,2023-2024,Burnley
16,Brentford,19,5,7,7,29,34,-5,22,1.16,30.8,29.7,1.1,0.06,19,5,2,12,27,31,-4,17,0.89,27.4,26.3,1.2,0.06,2023-2024,Burnley
17,Nott'ham Forest,19,5,5,9,27,30,-3,20,1.05,25.0,21.8,3.2,0.17,19,4,4,11,22,37,-15,16,0.84,25.0,31.4,-6.5,-0.34,2023-2024,Burnley
18,Luton Town,19,4,4,11,28,37,-9,16,0.84,25.8,31.1,-5.3,-0.28,19,2,4,13,24,48,-24,10,0.53,16.6,46.9,-30.2,-1.59,2023-2024,Burnley
