Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0,Season,Team
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches,,
Wes Foderingham,eng ENG,GK,32.0,29.4,79,5,0,8,5,70.5,0.33,-3.5,-0.12,206,619,33.3,782,101,54.6,40.2,262,73.3,52.3,468,28,6.0,42,1.43,14.7,Matches,2023-2024,Sheffield-United
Ivo Grbić,hr CRO,GK,27.0,8.6,25,0,0,4,2,14.7,0.25,-8.3,-0.97,65,199,32.7,207,25,57.5,41.2,89,89.9,59.4,193,11,5.7,14,1.63,14.4,Matches,2023-2024,Sheffield-United
Squad Total,,,25.7,38.0,104,5,0,12,7,85.2,0.31,-11.8,-0.31,271,818,33.1,988,126,55.3,,352,77.3,54.0,661,39,5.9,56,1.47,,,2023-2024,Sheffield-United
Opponent Total,,,26.4,38.0,35,5,0,3,4,38.2,0.28,7.2,0.19,111,302,36.8,1053,167,22.7,29.2,203,31.0,31.2,351,35,10.0,56,1.47,18.5,,2023-2024,Sheffield-United
