Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0,Season,Team
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,,
Guglielmo Vicario,it ITA,GK,26.0,38,38,3420,38.0,61,1.61,167,109,67.7,20,6,12,7,18.4,7,7,0,0,0.0,Matches,2023-2024,Tottenham-Hotspur
Squad Total,,,25.2,38,38,3420,38.0,61,1.61,167,109,67.7,20,6,12,7,18.4,7,7,0,0,0.0,,2023-2024,Tottenham-Hotspur
Opponent Total,,,26.4,38,38,3420,38.0,74,1.95,209,140,65.6,12,6,20,4,10.5,2,2,0,0,0.0,,2023-2024,Tottenham-Hotspur
