Unnamed: 0_level_0,Unnamed: 1_level_0,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Home,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Away,Season,Team
Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,,
16,Brentford,19,5,7,7,29,34,-5,22,1.16,30.8,29.7,1.1,0.06,19,5,2,12,27,31,-4,17,0.89,27.4,26.3,1.2,0.06,2023-2024,Luton-Town
17,Nott'ham Forest,19,5,5,9,27,30,-3,20,1.05,25.0,21.8,3.2,0.17,19,4,4,11,22,37,-15,16,0.84,25.0,31.4,-6.5,-0.34,2023-2024,Luton-Town
18,Luton Town,19,4,4,11,28,37,-9,16,0.84,25.8,31.1,-5.3,-0.28,19,2,4,13,24,48,-24,10,0.53,16.6,46.9,-30.2,-1.59,2023-2024,Luton-Town
19,Burnley,19,2,4,13,19,43,-24,10,0.53,22.6,29.1,-6.5,-0.34,19,3,5,11,22,35,-13,14,0.74,18.0,41.3,-23.2,-1.22,2023-2024,Luton-Town
20,Sheffield Utd,19,2,4,13,19,57,-38,10,0.53,24.2,37.8,-13.6,-0.72,19,1,3,15,16,47,-31,6,0.32,14.0,38.8,-24.8,-1.3,2023-2024,Luton-Town
