Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Penalty Kicks,Unnamed: 23_level_0,Season,Team
Player,Nation,Pos,Age,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches,,
José Sá,pt POR,GK,30.0,35,35,3037,33.7,58,1.72,188,131,73.4,12,7,16,4,11.4,8,8,0,0,0.0,Matches,2023-2024,Wolverhampton-Wanderers
Daniel Bentley,eng ENG,GK,30.0,5,3,383,4.3,7,1.64,15,8,53.3,1,0,2,1,33.3,0,0,0,0,,Matches,2023-2024,Wolverhampton-Wanderers
Squad Total,,,26.6,38,38,3420,38.0,65,1.71,203,139,71.9,13,7,18,5,13.2,8,8,0,0,0.0,,2023-2024,Wolverhampton-Wanderers
Opponent Total,,,26.4,38,38,3420,38.0,50,1.32,157,110,70.7,18,7,13,9,23.7,4,4,0,0,0.0,,2023-2024,Wolverhampton-Wanderers
