Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Goals,Goals,Goals,Goals,Goals,Expected,Expected,Expected,Expected,Launched,Launched,Launched,Passes,Passes,Passes,Passes,Goal Kicks,Goal Kicks,Goal Kicks,Crosses,Crosses,Crosses,Sweeper,Sweeper,Sweeper,Unnamed: 30_level_0,Season,Team
Player,Nation,Pos,Age,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att (GK),Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches,,
Jordan Pickford,eng ENG,GK,29.0,38.0,51,8,0,9,3,52.4,0.28,4.4,0.12,360,901,40.0,1297,141,56.7,41.6,273,60.8,48.3,570,30,5.3,54,1.42,15.9,Matches,2023-2024,Everton
Squad Total,,,27.1,38.0,51,8,0,9,3,52.4,0.28,4.4,0.12,360,901,40.0,1296,141,56.7,,274,60.6,48.2,570,30,5.3,54,1.42,,,2023-2024,Everton
Opponent Total,,,26.3,38.0,40,2,1,12,0,44.6,0.29,4.6,0.12,123,401,30.7,1377,249,21.8,28.6,312,32.4,30.2,588,50,8.5,60,1.58,14.7,,2023-2024,Everton
